HINDI,County,Municipality,Total Electors 2012,Voting Age Estimate 2012,Voter Turnout 2012,Total Electors 2016,Voting Age Estimate 2016,Voter Turnout 2016
55046,RUSK COUNTY,TOWN OF WILLARD,225,403,55.83%,237,410,57.80%
55048,RUSK COUNTY,TOWN OF WILSON,61,74,82.43%,62,74,83.78%
55106,RUSK COUNTY,VILLAGE OF BRUCE,357,593,60.20%,347,591,58.71%
55111,RUSK COUNTY,VILLAGE OF CONRATH,40,74,54.05%,41,72,56.94%
55131,RUSK COUNTY,VILLAGE OF GLEN FLORA,34,71,47.89%,36,69,52.17%
55136,RUSK COUNTY,VILLAGE OF HAWKINS,146,249,58.63%,149,253,58.89%
55141,RUSK COUNTY,VILLAGE OF INGRAM,42,53,79.25%,32,56,57.14%
55181,RUSK COUNTY,VILLAGE OF SHELDON,97,193,50.26%,98,192,51.04%
55186,RUSK COUNTY,VILLAGE OF TONY,52,85,61.18%,56,84,66.67%
55191,RUSK COUNTY,VILLAGE OF WEYERHAEUSER,102,191,53.40%,105,187,56.15%
57206,SAUK COUNTY,CITY OF BARABOO,"5,856","9,148",64.01%,"5,639","9,252",60.95%
57276,SAUK COUNTY,CITY OF REEDSBURG,"4,130","6,789",60.83%,"4,068","6,864",59.27%
57291,SAUK COUNTY,CITY OF WISCONSIN DELLS,64,125,51.20%,89,128,69.53%
57002,SAUK COUNTY,TOWN OF BARABOO,"1,091","1,334",81.78%,"1,047","1,351",77.50%
57004,SAUK COUNTY,TOWN OF BEAR CREEK,370,470,78.72%,343,481,71.31%
57006,SAUK COUNTY,TOWN OF DELLONA,861,"1,185",72.66%,888,"1,195",74.31%
57008,SAUK COUNTY,TOWN OF DELTON,"1,165","1,874",62.17%,"1,153","1,889",61.04%
57010,SAUK COUNTY,TOWN OF EXCELSIOR,944,"1,259",74.98%,911,"1,261",72.24%
57012,SAUK COUNTY,TOWN OF FAIRFIELD,658,842,78.15%,655,849,77.15%
57014,SAUK COUNTY,TOWN OF FRANKLIN,396,493,80.32%,377,502,75.10%
57016,SAUK COUNTY,TOWN OF FREEDOM,272,347,78.39%,259,350,74.00%
57018,SAUK COUNTY,TOWN OF GREENFIELD,600,715,83.92%,576,721,79.89%
57020,SAUK COUNTY,TOWN OF HONEY CREEK,431,583,73.93%,422,581,72.63%
57022,SAUK COUNTY,TOWN OF IRONTON,299,471,63.48%,270,472,57.20%
57024,SAUK COUNTY,TOWN OF LA VALLE,752,"1,061",70.88%,792,"1,082",73.20%
57026,SAUK COUNTY,TOWN OF MERRIMAC,654,814,80.34%,670,831,80.63%
57028,SAUK COUNTY,TOWN OF PRAIRIE DU SAC,664,894,74.27%,643,888,72.41%
57030,SAUK COUNTY,TOWN OF REEDSBURG,665,"1,027",64.75%,659,"1,023",64.42%
57032,SAUK COUNTY,TOWN OF SPRING GREEN,985,"1,339",73.56%,991,"1,346",73.63%
57034,SAUK COUNTY,TOWN OF SUMPTER,416,834,49.88%,381,838,45.47%
57036,SAUK COUNTY,TOWN OF TROY,453,604,75.00%,448,610,73.44%
57038,SAUK COUNTY,TOWN OF WASHINGTON,389,713,54.56%,372,724,51.38%
57040,SAUK COUNTY,TOWN OF WESTFIELD,317,421,75.30%,285,413,69.01%
57042,SAUK COUNTY,TOWN OF WINFIELD,495,652,75.92%,497,656,75.76%
57044,SAUK COUNTY,TOWN OF WOODLAND,355,553,64.20%,354,560,63.21%
57111,SAUK COUNTY,VILLAGE OF CAZENOVIA,10,13,76.92%,7,13,53.85%
57141,SAUK COUNTY,VILLAGE OF IRONTON,111,182,60.99%,99,185,53.51%
57146,SAUK COUNTY,VILLAGE OF LAKE DELTON,"1,231","2,444",50.37%,"1,165","2,467",47.22%
57147,SAUK COUNTY,VILLAGE OF LAVALLE,176,289,60.90%,174,284,61.27%
57148,SAUK COUNTY,VILLAGE OF LIME RIDGE,87,129,67.44%,89,126,70.63%
57149,SAUK COUNTY,VILLAGE OF LOGANVILLE,134,226,59.29%,151,224,67.41%
57151,SAUK COUNTY,VILLAGE OF MERRIMAC,261,345,75.65%,280,344,81.40%
57161,SAUK COUNTY,VILLAGE OF NORTH FREEDOM,305,492,61.99%,282,482,58.51%
57171,SAUK COUNTY,VILLAGE OF PLAIN,460,586,78.50%,402,583,68.95%
57172,SAUK COUNTY,VILLAGE OF PRAIRIE DU SAC,"2,278","2,980",76.44%,"2,280","3,039",75.02%
57176,SAUK COUNTY,VILLAGE OF ROCK SPRINGS,171,235,72.77%,169,227,74.45%
57181,SAUK COUNTY,VILLAGE OF SAUK CITY,"1,886","2,621",71.96%,"1,846","2,636",70.03%
57182,SAUK COUNTY,VILLAGE OF SPRING GREEN,938,"1,241",75.58%,899,"1,244",72.27%
57191,SAUK COUNTY,VILLAGE OF WEST BARABOO,672,"1,098",61.20%,686,"1,151",59.60%
58236,SAWYER COUNTY,CITY OF HAYWARD,"1,033","1,800",57.39%,"1,019","1,830",55.68%
58002,SAWYER COUNTY,TOWN OF BASS LAKE,"1,252","1,791",69.91%,"1,283","1,820",70.49%
58004,SAWYER COUNTY,TOWN OF COUDERAY,156,308,50.65%,151,305,49.51%
58006,SAWYER COUNTY,TOWN OF DRAPER,137,193,70.98%,144,199,72.36%
58008,SAWYER COUNTY,TOWN OF EDGEWATER,342,462,74.03%,336,463,72.57%
58010,SAWYER COUNTY,TOWN OF HAYWARD,"1,692","2,647",63.92%,"1,745","2,665",65.48%
58012,SAWYER COUNTY,TOWN OF HUNTER,409,577,70.88%,398,582,68.38%
58014,SAWYER COUNTY,TOWN OF LENROOT,816,"1,049",77.79%,836,"1,077",77.62%
58016,SAWYER COUNTY,TOWN OF MEADOWBROOK,82,117,70.09%,79,119,66.39%
58018,SAWYER COUNTY,TOWN OF METEOR,91,128,71.09%,85,125,68.00%
58020,SAWYER COUNTY,TOWN OF OJIBWA,139,203,68.47%,168,204,82.35%
58022,SAWYER COUNTY,TOWN OF RADISSON,217,327,66.36%,231,325,71.08%
58024,SAWYER COUNTY,TOWN OF ROUND LAKE,696,854,81.50%,666,869,76.64%
58026,SAWYER COUNTY,TOWN OF SAND LAKE,547,678,80.68%,530,682,77.71%
58028,SAWYER COUNTY,TOWN OF SPIDER LAKE,278,326,85.28%,289,333,86.79%
58030,SAWYER COUNTY,TOWN OF WEIRGOR,183,287,63.76%,199,285,69.82%
58032,SAWYER COUNTY,TOWN OF WINTER,601,850,70.71%,595,874,68.08%
58111,SAWYER COUNTY,VILLAGE OF COUDERAY,48,76,63.16%,50,74,67.57%
58121,SAWYER COUNTY,VILLAGE OF EXELAND,89,151,58.94%,89,150,59.33%
58176,SAWYER COUNTY,VILLAGE OF RADISSON,99,183,54.10%,84,181,46.41%
58190,SAWYER COUNTY,VILLAGE OF WINTER,137,235,58.30%,144,239,60.25%
59252,SHAWANO COUNTY,CITY OF MARION,7,19,36.84%,5,19,26.32%
59281,SHAWANO COUNTY,CITY OF SHAWANO,"3,932","7,162",54.90%,"3,694","7,176",51.48%
59002,SHAWANO COUNTY,TOWN OF ALMON,280,464,60.34%,284,460,61.74%
59004,SHAWANO COUNTY,TOWN OF ANGELICA,993,"1,303",76.21%,949,"1,314",72.22%
59006,SHAWANO COUNTY,TOWN OF ANIWA,265,426,62.21%,257,425,60.47%
59008,SHAWANO COUNTY,TOWN OF BARTELME,353,591,59.73%,319,586,54.44%
59010,SHAWANO COUNTY,TOWN OF BELLE PLAINE,993,"1,526",65.07%,968,"1,533",63.14%
59012,SHAWANO COUNTY,TOWN OF BIRNAMWOOD,353,578,61.07%,347,589,58.91%
59014,SHAWANO COUNTY,TOWN OF FAIRBANKS,330,492,67.07%,316,485,65.15%
59016,SHAWANO COUNTY,TOWN OF GERMANIA,179,281,63.70%,185,276,67.03%
59018,SHAWANO COUNTY,TOWN OF GRANT,518,767,67.54%,479,764,62.70%
59020,SHAWANO COUNTY,TOWN OF GREEN VALLEY,514,818,62.84%,529,820,64.51%
59022,SHAWANO COUNTY,TOWN OF HARTLAND,371,628,59.08%,389,629,61.84%
59024,SHAWANO COUNTY,TOWN OF HERMAN,400,580,68.97%,384,577,66.55%
59026,SHAWANO COUNTY,TOWN OF HUTCHINS,304,470,64.68%,279,467,59.74%
59028,SHAWANO COUNTY,TOWN OF LESSOR,636,902,70.51%,657,917,71.65%
59030,SHAWANO COUNTY,TOWN OF MAPLE GROVE,517,735,70.34%,483,728,66.35%
59032,SHAWANO COUNTY,TOWN OF MORRIS,237,362,65.47%,221,362,61.05%
59034,SHAWANO COUNTY,TOWN OF NAVARINO,245,359,68.25%,237,360,65.83%
59036,SHAWANO COUNTY,TOWN OF PELLA,484,728,66.48%,495,731,67.72%
59038,SHAWANO COUNTY,TOWN OF RED SPRINGS,465,721,64.49%,434,735,59.05%
59040,SHAWANO COUNTY,TOWN OF RICHMOND,"1,066","1,480",72.03%,"1,025","1,487",68.93%
59042,SHAWANO COUNTY,TOWN OF SENECA,299,440,67.95%,279,443,62.98%
59044,SHAWANO COUNTY,TOWN OF WASHINGTON,"1,015","1,602",63.36%,982,"1,625",60.43%
59046,SHAWANO COUNTY,TOWN OF WAUKECHON,533,760,70.13%,529,777,68.08%
59048,SHAWANO COUNTY,TOWN OF WESCOTT,"1,712","2,623",65.27%,"1,699","2,648",64.16%
59050,SHAWANO COUNTY,TOWN OF WITTENBERG,456,626,72.84%,448,623,71.91%
59101,SHAWANO COUNTY,VILLAGE OF ANIWA,118,194,60.82%,103,189,54.50%
59106,SHAWANO COUNTY,VILLAGE OF BIRNAMWOOD,337,621,54.27%,315,589,53.48%
59107,SHAWANO COUNTY,VILLAGE OF BONDUEL,688,"1,098",62.66%,702,"1,107",63.41%
59108,SHAWANO COUNTY,VILLAGE OF BOWLER,128,230,55.65%,120,223,53.81%
59111,SHAWANO COUNTY,VILLAGE OF CECIL,304,470,64.68%,318,464,68.53%
59121,SHAWANO COUNTY,VILLAGE OF ELAND,127,167,76.05%,108,166,65.06%
59131,SHAWANO COUNTY,VILLAGE OF GRESHAM,275,424,64.86%,245,427,57.38%
59151,SHAWANO COUNTY,VILLAGE OF MATTOON,162,336,48.21%,148,331,44.71%
59171,SHAWANO COUNTY,VILLAGE OF PULASKI,67,134,50.00%,67,133,50.38%
59186,SHAWANO COUNTY,VILLAGE OF TIGERTON,337,561,60.07%,355,561,63.28%
59191,SHAWANO COUNTY,VILLAGE OF WITTENBERG,397,826,48.06%,397,807,49.19%
60271,SHEBOYGAN COUNTY,CITY OF PLYMOUTH,"4,619","6,415",72.00%,"4,355","6,488",67.12%
60281,SHEBOYGAN COUNTY,CITY OF SHEBOYGAN,"23,197","36,862",62.93%,"20,877","36,748",56.81%
60282,SHEBOYGAN COUNTY,CITY OF SHEBOYGAN FALLS,"4,691","6,124",76.60%,"4,554","6,167",73.84%
60002,SHEBOYGAN COUNTY,TOWN OF GREENBUSH,929,"2,188",42.46%,908,"2,179",41.67%
60004,SHEBOYGAN COUNTY,TOWN OF HERMAN,"1,130","1,793",63.02%,"1,062","1,737",61.14%
60006,SHEBOYGAN COUNTY,TOWN OF HOLLAND,"1,523","1,723",88.39%,"1,503","1,739",86.43%
60008,SHEBOYGAN COUNTY,TOWN OF LIMA,"1,821","2,226",81.81%,"1,746","2,233",78.19%
60010,SHEBOYGAN COUNTY,TOWN OF LYNDON,955,"1,230",77.64%,916,"1,239",73.93%
60012,SHEBOYGAN COUNTY,TOWN OF MITCHELL,775,"1,068",72.57%,716,"1,079",66.36%
60014,SHEBOYGAN COUNTY,TOWN OF MOSEL,510,614,83.06%,482,610,79.02%
60016,SHEBOYGAN COUNTY,TOWN OF PLYMOUTH,"1,989","2,483",80.10%,"1,900","2,488",76.37%
60018,SHEBOYGAN COUNTY,TOWN OF RHINE,"1,439","1,728",83.28%,"1,433","1,740",82.36%
60020,SHEBOYGAN COUNTY,TOWN OF RUSSELL,227,294,77.21%,206,287,71.78%
60022,SHEBOYGAN COUNTY,TOWN OF SCOTT,"1,094","1,455",75.19%,"1,077","1,450",74.28%
60024,SHEBOYGAN COUNTY,TOWN OF SHEBOYGAN,"4,651","5,740",81.03%,"4,641","5,822",79.71%
60026,SHEBOYGAN COUNTY,TOWN OF SHEBOYGAN FALLS,"1,043","1,383",75.42%,"1,020","1,388",73.49%
60028,SHEBOYGAN COUNTY,TOWN OF SHERMAN,942,"1,165",80.86%,890,"1,171",76.00%
60030,SHEBOYGAN COUNTY,TOWN OF WILSON,"2,325","2,642",88.00%,"2,255","2,657",84.87%
60101,SHEBOYGAN COUNTY,VILLAGE OF ADELL,294,396,74.24%,276,399,69.17%
60111,SHEBOYGAN COUNTY,VILLAGE OF CASCADE,384,534,71.91%,375,528,71.02%
60112,SHEBOYGAN COUNTY,VILLAGE OF CEDAR GROVE,"1,234","1,539",80.18%,"1,175","1,545",76.05%
60121,SHEBOYGAN COUNTY,VILLAGE OF ELKHART LAKE,682,812,83.99%,701,815,86.01%
60131,SHEBOYGAN COUNTY,VILLAGE OF GLENBEULAH,283,363,77.96%,264,359,73.54%
60135,SHEBOYGAN COUNTY,VILLAGE OF HOWARDS GROVE,"1,960","2,401",81.63%,"1,949","2,432",80.14%
60141,SHEBOYGAN COUNTY,VILLAGE OF KOHLER,"1,364","1,481",92.10%,"1,356","1,481",91.56%
60165,SHEBOYGAN COUNTY,VILLAGE OF OOSTBURG,"1,868","2,092",89.29%,"1,841","2,143",85.91%
60176,SHEBOYGAN COUNTY,VILLAGE OF RANDOM LAKE,956,"1,214",78.75%,882,"1,210",72.89%
60191,SHEBOYGAN COUNTY,VILLAGE OF WALDO,284,381,74.54%,295,375,78.67%
56231,ST. CROIX COUNTY,CITY OF GLENWOOD CITY,553,907,60.97%,559,904,61.84%
56236,ST. CROIX COUNTY,CITY OF HUDSON,"7,210","9,762",73.86%,"7,503","10,255",73.16%
56261,ST. CROIX COUNTY,CITY OF NEW RICHMOND,"3,964","6,228",63.65%,"4,069","6,575",61.89%
56276,ST. CROIX COUNTY,CITY OF RIVER FALLS,"1,893","2,506",75.54%,"1,931","2,641",73.12%
56002,ST. CROIX COUNTY,TOWN OF BALDWIN,568,710,80.00%,543,723,75.10%
56004,ST. CROIX COUNTY,TOWN OF CADY,488,640,76.25%,471,655,71.91%
56006,ST. CROIX COUNTY,TOWN OF CYLON,362,521,69.48%,369,530,69.62%
56008,ST. CROIX COUNTY,TOWN OF EAU GALLE,654,830,78.80%,660,876,75.34%
56010,ST. CROIX COUNTY,TOWN OF EMERALD,412,622,66.24%,409,624,65.54%
56012,ST. CROIX COUNTY,TOWN OF ERIN PRAIRIE,389,511,76.13%,395,509,77.60%
56014,ST. CROIX COUNTY,TOWN OF FOREST,322,482,66.80%,316,485,65.15%
56016,ST. CROIX COUNTY,TOWN OF GLENWOOD,406,587,69.17%,377,587,64.22%
56018,ST. CROIX COUNTY,TOWN OF HAMMOND,"1,206","1,457",82.77%,"1,258","1,478",85.12%
56020,ST. CROIX COUNTY,TOWN OF HUDSON,"4,953","5,859",84.54%,"5,006","5,953",84.09%
56022,ST. CROIX COUNTY,TOWN OF KINNICKINNIC,"1,066","1,306",81.62%,"1,065","1,337",79.66%
56024,ST. CROIX COUNTY,TOWN OF PLEASANT VALLEY,283,378,74.87%,273,388,70.36%
56026,ST. CROIX COUNTY,TOWN OF RICHMOND,"1,757","2,275",77.23%,"1,899","2,383",79.69%
56028,ST. CROIX COUNTY,TOWN OF RUSH RIVER,315,400,78.75%,289,398,72.61%
56032,ST. CROIX COUNTY,TOWN OF SOMERSET,"2,231","2,913",76.59%,"2,452","3,010",81.46%
56034,ST. CROIX COUNTY,TOWN OF SPRINGFIELD,488,722,67.59%,"2,343",736,318.34%
56030,ST. CROIX COUNTY,TOWN OF ST. JOSEPH,"2,332","2,907",80.22%,501,"2,965",16.90%
56036,ST. CROIX COUNTY,TOWN OF STANTON,513,692,74.13%,507,691,73.37%
56038,ST. CROIX COUNTY,TOWN OF STAR PRAIRIE,"1,897","2,582",73.47%,"1,910","2,625",72.76%
56040,ST. CROIX COUNTY,TOWN OF TROY,"2,935","3,412",86.02%,"3,228","3,707",87.08%
56042,ST. CROIX COUNTY,TOWN OF WARREN,956,"1,179",81.09%,993,"1,213",81.86%
56106,ST. CROIX COUNTY,VILLAGE OF BALDWIN,"1,773","2,860",61.99%,"1,927","2,880",66.91%
56116,ST. CROIX COUNTY,VILLAGE OF DEER PARK,114,173,65.90%,112,171,65.50%
56136,ST. CROIX COUNTY,VILLAGE OF HAMMOND,897,"1,366",65.67%,922,"1,351",68.25%
56161,ST. CROIX COUNTY,VILLAGE OF NORTH HUDSON,"2,259","2,802",80.62%,"2,220","2,811",78.98%
56176,ST. CROIX COUNTY,VILLAGE OF ROBERTS,858,"1,171",73.27%,818,"1,155",70.82%
56181,ST. CROIX COUNTY,VILLAGE OF SOMERSET,"1,132","1,804",62.75%,"1,162","1,831",63.46%
56184,ST. CROIX COUNTY,VILLAGE OF SPRING VALLEY,4,6,66.67%,319,10,3190.00%
56182,ST. CROIX COUNTY,VILLAGE OF STAR PRAIRIE,317,411,77.13%,6,409,1.47%
56191,ST. CROIX COUNTY,VILLAGE OF WILSON,116,141,82.27%,96,139,69.06%
56192,ST. CROIX COUNTY,VILLAGE OF WOODVILLE,632,977,64.69%,600,970,61.86%
61251,TAYLOR COUNTY,CITY OF MEDFORD,"2,047","3,390",60.38%,"1,990","3,438",57.88%
61002,TAYLOR COUNTY,TOWN OF AURORA,164,293,55.97%,179,295,60.68%
61004,TAYLOR COUNTY,TOWN OF BROWNING,404,673,60.03%,424,692,61.27%
61006,TAYLOR COUNTY,TOWN OF CHELSEA,382,618,61.81%,379,623,60.83%
61008,TAYLOR COUNTY,TOWN OF CLEVELAND,122,206,59.22%,131,205,63.90%
61010,TAYLOR COUNTY,TOWN OF DEER CREEK,345,553,62.39%,348,558,62.37%
61012,TAYLOR COUNTY,TOWN OF FORD,131,210,62.38%,137,208,65.87%
61014,TAYLOR COUNTY,TOWN OF GOODRICH,267,387,68.99%,278,390,71.28%
61016,TAYLOR COUNTY,TOWN OF GREENWOOD,326,518,62.93%,322,524,61.45%
61018,TAYLOR COUNTY,TOWN OF GROVER,117,201,58.21%,132,201,65.67%
61020,TAYLOR COUNTY,TOWN OF HAMMEL,397,570,69.65%,406,584,69.52%
61022,TAYLOR COUNTY,TOWN OF HOLWAY,276,622,44.37%,269,618,43.53%
61024,TAYLOR COUNTY,TOWN OF JUMP RIVER,130,290,44.83%,140,289,48.44%
61026,TAYLOR COUNTY,TOWN OF LITTLE BLACK,564,875,64.46%,552,887,62.23%
61028,TAYLOR COUNTY,TOWN OF MAPLEHURST,173,262,66.03%,173,263,65.78%
61030,TAYLOR COUNTY,TOWN OF MCKINLEY,173,310,55.81%,171,308,55.52%
61032,TAYLOR COUNTY,TOWN OF MEDFORD,"1,267","1,898",66.75%,"1,299","1,938",67.03%
61034,TAYLOR COUNTY,TOWN OF MOLITOR,182,262,69.47%,170,268,63.43%
61036,TAYLOR COUNTY,TOWN OF PERSHING,79,143,55.24%,76,142,53.52%
61038,TAYLOR COUNTY,TOWN OF RIB LAKE,408,662,61.63%,382,671,56.93%
61040,TAYLOR COUNTY,TOWN OF ROOSEVELT,183,349,52.44%,173,348,49.71%
61042,TAYLOR COUNTY,TOWN OF TAFT,152,324,46.91%,146,321,45.48%
61044,TAYLOR COUNTY,TOWN OF WESTBORO,402,550,73.09%,371,554,66.97%
61131,TAYLOR COUNTY,VILLAGE OF GILMAN,192,321,59.81%,183,294,62.24%
61146,TAYLOR COUNTY,VILLAGE OF LUBLIN,56,98,57.14%,53,98,54.08%
61176,TAYLOR COUNTY,VILLAGE OF RIB LAKE,394,676,58.28%,354,679,52.14%
61181,TAYLOR COUNTY,VILLAGE OF STETSONVILLE,241,412,58.50%,246,408,60.29%
62201,TREMPEALEAU COUNTY,CITY OF ARCADIA,858,"2,146",39.98%,798,"2,262",35.28%
62206,TREMPEALEAU COUNTY,CITY OF BLAIR,503,"1,045",48.13%,514,"1,059",48.54%
62231,TREMPEALEAU COUNTY,CITY OF GALESVILLE,768,"1,156",66.44%,764,"1,170",65.30%
62241,TREMPEALEAU COUNTY,CITY OF INDEPENDENCE,509,"1,045",48.71%,468,"1,073",43.62%
62265,TREMPEALEAU COUNTY,CITY OF OSSEO,882,"1,262",69.89%,865,"1,273",67.95%
62291,TREMPEALEAU COUNTY,CITY OF WHITEHALL,701,"1,213",57.79%,691,"1,209",57.15%
62002,TREMPEALEAU COUNTY,TOWN OF ALBION,318,499,63.73%,345,504,68.45%
62004,TREMPEALEAU COUNTY,TOWN OF ARCADIA,850,"1,332",63.81%,914,"1,355",67.45%
62006,TREMPEALEAU COUNTY,TOWN OF BURNSIDE,230,390,58.97%,205,392,52.30%
62008,TREMPEALEAU COUNTY,TOWN OF CALEDONIA,509,699,72.82%,503,712,70.65%
62010,TREMPEALEAU COUNTY,TOWN OF CHIMNEY ROCK,131,198,66.16%,149,193,77.20%
62012,TREMPEALEAU COUNTY,TOWN OF DODGE,237,318,74.53%,234,315,74.29%
62014,TREMPEALEAU COUNTY,TOWN OF ETTRICK,695,986,70.49%,681,"1,005",67.76%
62016,TREMPEALEAU COUNTY,TOWN OF GALE,929,"1,308",71.02%,951,"1,344",70.76%
62018,TREMPEALEAU COUNTY,TOWN OF HALE,537,778,69.02%,575,794,72.42%
62020,TREMPEALEAU COUNTY,TOWN OF LINCOLN,321,651,49.31%,323,652,49.54%
62022,TREMPEALEAU COUNTY,TOWN OF PIGEON,356,599,59.43%,363,612,59.31%
62024,TREMPEALEAU COUNTY,TOWN OF PRESTON,406,704,57.67%,423,719,58.83%
62026,TREMPEALEAU COUNTY,TOWN OF SUMNER,429,626,68.53%,437,643,67.96%
62028,TREMPEALEAU COUNTY,TOWN OF TREMPEALEAU,992,"1,390",71.37%,"1,014","1,432",70.81%
62030,TREMPEALEAU COUNTY,TOWN OF UNITY,282,381,74.02%,285,388,73.45%
62121,TREMPEALEAU COUNTY,VILLAGE OF ELEVA,288,512,56.25%,307,517,59.38%
62122,TREMPEALEAU COUNTY,VILLAGE OF ETTRICK,250,398,62.81%,264,401,65.84%
62173,TREMPEALEAU COUNTY,VILLAGE OF PIGEON FALLS,192,346,55.49%,190,342,55.56%
62181,TREMPEALEAU COUNTY,VILLAGE OF STRUM,521,824,63.23%,510,831,61.37%
62186,TREMPEALEAU COUNTY,VILLAGE OF TREMPEALEAU,864,"1,253",68.95%,902,"1,309",68.91%
63236,VERNON COUNTY,CITY OF HILLSBORO,674,"1,039",64.87%,630,"1,038",60.69%
63286,VERNON COUNTY,CITY OF VIROQUA,"2,244","3,418",65.65%,"2,190","3,457",63.35%
63291,VERNON COUNTY,CITY OF WESTBY,"1,110","1,683",65.95%,"1,112","1,690",65.80%
63002,VERNON COUNTY,TOWN OF BERGEN,798,"1,073",74.37%,774,"1,084",71.40%
63004,VERNON COUNTY,TOWN OF CHRISTIANA,491,694,70.75%,503,705,71.35%
63006,VERNON COUNTY,TOWN OF CLINTON,247,753,32.80%,242,769,31.47%
63008,VERNON COUNTY,TOWN OF COON,432,568,76.06%,426,578,73.70%
63010,VERNON COUNTY,TOWN OF FOREST,269,461,58.35%,252,476,52.94%
63012,VERNON COUNTY,TOWN OF FRANKLIN,539,819,65.81%,554,836,66.27%
63014,VERNON COUNTY,TOWN OF GENOA,437,589,74.19%,417,602,69.27%
63016,VERNON COUNTY,TOWN OF GREENWOOD,195,509,38.31%,193,509,37.92%
63018,VERNON COUNTY,TOWN OF HAMBURG,556,697,79.77%,534,708,75.42%
63020,VERNON COUNTY,TOWN OF HARMONY,354,546,64.84%,329,573,57.42%
63022,VERNON COUNTY,TOWN OF HILLSBORO,360,573,62.83%,344,583,59.01%
63024,VERNON COUNTY,TOWN OF JEFFERSON,583,820,71.10%,606,837,72.40%
63026,VERNON COUNTY,TOWN OF KICKAPOO,281,470,59.79%,267,488,54.71%
63028,VERNON COUNTY,TOWN OF LIBERTY,145,196,73.98%,170,205,82.93%
63030,VERNON COUNTY,TOWN OF STARK,200,292,68.49%,209,309,67.64%
63032,VERNON COUNTY,TOWN OF STERLING,314,449,69.93%,303,444,68.24%
63034,VERNON COUNTY,TOWN OF UNION,230,465,49.46%,234,474,49.37%
63036,VERNON COUNTY,TOWN OF VIROQUA,981,"1,341",73.15%,964,"1,364",70.67%
63038,VERNON COUNTY,TOWN OF WEBSTER,352,555,63.42%,334,568,58.80%
63040,VERNON COUNTY,TOWN OF WHEATLAND,311,474,65.61%,327,487,67.15%
63042,VERNON COUNTY,TOWN OF WHITESTOWN,228,375,60.80%,232,377,61.54%
63111,VERNON COUNTY,VILLAGE OF CHASEBURG,149,214,69.63%,161,219,73.52%
63112,VERNON COUNTY,VILLAGE OF COON VALLEY,425,597,71.19%,408,589,69.27%
63116,VERNON COUNTY,VILLAGE OF DE SOTO,117,145,80.69%,122,147,82.99%
63131,VERNON COUNTY,VILLAGE OF GENOA,130,194,67.01%,134,189,70.90%
63146,VERNON COUNTY,VILLAGE OF LA FARGE,336,558,60.22%,335,563,59.50%
63165,VERNON COUNTY,VILLAGE OF ONTARIO,185,378,48.94%,191,380,50.26%
63176,VERNON COUNTY,VILLAGE OF READSTOWN,190,335,56.72%,191,336,56.85%
63181,VERNON COUNTY,VILLAGE OF STODDARD,430,595,72.27%,426,613,69.49%
63186,VERNON COUNTY,VILLAGE OF VIOLA,113,174,64.94%,99,176,56.25%
64221,VILAS COUNTY,CITY OF EAGLE RIVER,716,"1,137",62.97%,765,"1,173",65.22%
64002,VILAS COUNTY,TOWN OF ARBOR VITAE,"2,099","2,707",77.54%,"2,056","2,739",75.06%
64004,VILAS COUNTY,TOWN OF BOULDER JUNCTION,734,821,89.40%,694,831,83.51%
64006,VILAS COUNTY,TOWN OF CLOVERLAND,724,877,82.55%,728,888,81.98%
64008,VILAS COUNTY,TOWN OF CONOVER,820,"1,039",78.92%,853,"1,052",81.08%
64010,VILAS COUNTY,TOWN OF LAC DU FLAMBEAU,"1,600","2,510",63.75%,"1,440","2,537",56.76%
64012,VILAS COUNTY,TOWN OF LAND O-LAKES,589,752,78.32%,581,764,76.05%
64014,VILAS COUNTY,TOWN OF LINCOLN,"1,564","2,007",77.93%,"1,607","2,038",78.85%
64016,VILAS COUNTY,TOWN OF MANITOWISH WATERS,534,517,103.29%,497,535,92.90%
64018,VILAS COUNTY,TOWN OF PHELPS,795,"1,047",75.93%,786,"1,092",71.98%
64020,VILAS COUNTY,TOWN OF PLUM LAKE,387,438,88.36%,377,438,86.07%
64022,VILAS COUNTY,TOWN OF PRESQUE ISLE,562,557,100.90%,542,565,95.93%
64024,VILAS COUNTY,TOWN OF ST. GERMAIN,"1,384","1,756",78.82%,"1,313","1,752",74.94%
64026,VILAS COUNTY,TOWN OF WASHINGTON,"1,037","1,234",84.04%,"1,036","1,252",82.75%
64028,VILAS COUNTY,TOWN OF WINCHESTER,341,344,99.13%,337,347,97.12%
65206,WALWORTH COUNTY,CITY OF BURLINGTON,0,0,,1,0,#DIV/0!
65216,WALWORTH COUNTY,CITY OF DELAVAN,"3,570","6,094",58.58%,"3,335","6,112",54.56%
65221,WALWORTH COUNTY,CITY OF ELKHORN,"4,644","7,282",63.77%,"4,513","7,253",62.22%
65246,WALWORTH COUNTY,CITY OF LAKE GENEVA,"3,434","5,942",57.79%,"3,520","6,070",57.99%
65291,WALWORTH COUNTY,CITY OF WHITEWATER,"5,938","10,107",58.75%,"5,694","10,084",56.47%
65002,WALWORTH COUNTY,TOWN OF BLOOMFIELD,720,"1,189",60.56%,684,"1,153",59.32%
65004,WALWORTH COUNTY,TOWN OF DARIEN,878,"1,355",64.80%,859,"1,364",62.98%
